IPProto,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,61209,10.215.173.2,53,10228,Instagram,com.instagram.android,DNS,Closed,instagram.ftlm1-1.fna.fbcdn.net,77,93,1,1,2026-05-28T16:24:49.029Z,2026-05-28T16:24:49.066Z
17,45402,41.110.60.100,443,10228,Instagram,com.instagram.android,QUIC,Closed,,1697,2167,5,6,2026-05-28T16:24:49.031Z,2026-05-28T16:24:49.083Z
6,57528,41.110.60.100,443,10228,Instagram,com.instagram.android,TLS,Closed,,140,128,3,3,2026-05-28T16:24:49.033Z,2026-05-28T16:24:49.056Z
17,9474,10.215.173.2,53,10228,Instagram,com.instagram.android,DNS,Closed,instagram.ftlm1-2.fna.fbcdn.net,77,93,1,1,2026-05-28T16:24:49.035Z,2026-05-28T16:24:49.074Z
17,15910,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,clients2.google.com,65,139,1,1,2026-05-28T16:25:12.118Z,2026-05-28T16:25:12.145Z
17,6513,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,clients2.google.com,65,105,1,1,2026-05-28T16:25:12.123Z,2026-05-28T16:25:12.173Z
6,38872,216.58.204.174,80,10113,Chrome,com.android.chrome,HTTP,Closed,clients2.google.com,632,1362,5,5,2026-05-28T16:25:12.181Z,2026-05-28T16:25:12.476Z
17,8646,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,www.google.com,60,85,1,1,2026-05-28T16:25:12.347Z,2026-05-28T16:25:12.385Z
17,37436,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,www.google.com,60,188,1,1,2026-05-28T16:25:12.353Z,2026-05-28T16:25:12.373Z
17,53415,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,accounts.google.com,65,115,1,1,2026-05-28T16:25:12.438Z,2026-05-28T16:25:12.501Z
17,27099,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,accounts.google.com,65,81,1,1,2026-05-28T16:25:12.441Z,2026-05-28T16:25:12.476Z
17,57669,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,www.google.com,60,85,1,1,2026-05-28T16:25:12.460Z,2026-05-28T16:25:12.478Z
17,51717,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,www.google.com,60,188,1,1,2026-05-28T16:25:12.463Z,2026-05-28T16:25:12.476Z
17,56704,142.251.154.119,443,10113,Chrome,com.android.chrome,QUIC,Closed,www.google.com,8271,14314,21,20,2026-05-28T16:25:12.492Z,2026-05-28T16:25:13.122Z
6,34390,142.251.154.119,443,10113,Chrome,com.android.chrome,HTTPS,Closed,www.google.com,2194,6685,7,7,2026-05-28T16:25:12.496Z,2026-05-28T16:25:13.602Z
6,51558,74.125.71.84,443,10113,Chrome,com.android.chrome,HTTPS,Closed,accounts.google.com,5666,10000,15,12,2026-05-28T16:25:12.499Z,2026-05-28T16:25:13.607Z
17,32642,10.215.173.2,53,10101,Google Play services,com.google.android.gms,DNS,Closed,safebrowsing.googleapis.com,73,89,1,1,2026-05-28T16:25:12.699Z,2026-05-28T16:25:12.740Z
17,40290,64.233.184.95,443,10101,Google Play services,com.google.android.gms,QUIC,Closed,safebrowsing.googleapis.com,5734,8548,11,12,2026-05-28T16:25:12.760Z,2026-05-28T16:25:12.976Z
17,56025,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,optimizationguide-pa.googleapis.com,81,138,1,1,2026-05-28T16:25:12.924Z,2026-05-28T16:25:12.943Z
17,29758,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,optimizationguide-pa.googleapis.com,81,145,1,1,2026-05-28T16:25:12.928Z,2026-05-28T16:25:12.947Z
6,42430,216.239.36.223,443,10113,Chrome,com.android.chrome,HTTPS,Closed,optimizationguide-pa.googleapis.com,3016,7756,12,12,2026-05-28T16:25:12.952Z,2026-05-28T16:25:13.591Z
6,59692,34.160.81.0,443,10220,Firefox,org.mozilla.firefox,HTTPS,Closed,o1069899.ingest.sentry.io,1966,1676,9,9,2026-05-28T16:25:13.075Z,2026-05-28T16:25:13.388Z
6,36578,142.251.152.119,443,10220,Firefox,org.mozilla.firefox,HTTPS,Closed,www.google.com,4391,7503,13,13,2026-05-28T16:25:13.512Z,2026-05-28T16:25:26.860Z
17,25788,10.215.173.2,53,10220,Firefox,org.mozilla.firefox,DNS,Closed,ublockorigin.pages.dev,68,100,1,1,2026-05-28T16:25:13.516Z,2026-05-28T16:25:13.539Z
17,53803,10.215.173.2,53,10220,Firefox,org.mozilla.firefox,DNS,Closed,ublockorigin.pages.dev,68,216,1,1,2026-05-28T16:25:13.585Z,2026-05-28T16:25:13.607Z
6,47700,172.66.47.179,443,10220,Firefox,org.mozilla.firefox,TLS,Closed,ublockorigin.pages.dev,140,128,3,3,2026-05-28T16:25:13.598Z,2026-05-28T16:25:13.620Z
17,8087,10.215.173.2,53,10106,Google Play Store,com.android.vending,DNS,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,95,159,1,1,2026-05-28T16:25:13.630Z,2026-05-28T16:25:13.635Z
17,39134,216.239.32.223,443,10106,Google Play Store,com.android.vending,QUIC,Closed,prod-lt-playstoregatewayadapter-pa.googleapis.com,6381,9652,17,15,2026-05-28T16:25:13.654Z,2026-05-28T16:25:14.122Z
6,47706,172.66.47.179,443,10220,Firefox,org.mozilla.firefox,HTTPS,Closed,cloudflare-ech.com,2942,28862,16,15,2026-05-28T16:25:13.663Z,2026-05-28T16:25:26.859Z
17,44635,172.66.47.179,443,10220,Firefox,org.mozilla.firefox,QUIC,Closed,ublockorigin.pages.dev,1280,0,1,0,2026-05-28T16:25:13.889Z,2026-05-28T16:25:13.889Z
17,46240,142.251.154.119,443,10113,Chrome,com.android.chrome,QUIC,Closed,www.google.com,10237,5628,17,19,2026-05-28T16:25:13.964Z,2026-05-28T16:25:14.159Z
6,34402,142.251.154.119,443,10113,Chrome,com.android.chrome,HTTPS,Closed,www.google.com,2194,6684,7,7,2026-05-28T16:25:13.969Z,2026-05-28T16:25:14.161Z
17,36832,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,124,1,1,2026-05-28T16:25:14.140Z,2026-05-28T16:25:14.169Z
17,22449,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,90,1,1,2026-05-28T16:25:14.145Z,2026-05-28T16:25:14.154Z
17,57837,142.251.142.74,443,10113,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,5159,10127,16,15,2026-05-28T16:25:14.167Z,2026-05-28T16:25:14.600Z
6,56994,142.251.142.74,443,10113,Chrome,com.android.chrome,HTTPS,Closed,ogads-pa.clients6.google.com,2232,12284,8,8,2026-05-28T16:25:14.261Z,2026-05-28T16:25:15.235Z
17,47996,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,clientservices.googleapis.com,75,132,1,1,2026-05-28T16:25:14.487Z,2026-05-28T16:25:14.512Z
17,37915,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,clientservices.googleapis.com,75,91,1,1,2026-05-28T16:25:14.493Z,2026-05-28T16:25:14.514Z
6,53054,142.251.208.238,443,10113,Chrome,com.android.chrome,HTTPS,Closed,clientservices.googleapis.com,2885,7898,13,14,2026-05-28T16:25:14.520Z,2026-05-28T16:25:15.245Z
17,39276,142.251.142.74,443,10113,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,7092,6718,11,15,2026-05-28T16:25:14.550Z,2026-05-28T16:25:14.795Z
17,33994,142.251.154.119,443,10113,Chrome,com.android.chrome,QUIC,Closed,www.google.com,13445,14514,39,40,2026-05-28T16:25:14.891Z,2026-05-28T16:25:15.285Z
6,34406,142.251.154.119,443,10113,Chrome,com.android.chrome,HTTPS,Closed,www.google.com,1944,5589,5,5,2026-05-28T16:25:14.986Z,2026-05-28T16:25:15.236Z
17,43802,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,play.google.com,61,111,1,1,2026-05-28T16:25:15.168Z,2026-05-28T16:25:15.201Z
17,9149,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,play.google.com,61,77,1,1,2026-05-28T16:25:15.173Z,2026-05-28T16:25:15.201Z
17,54725,142.251.154.119,443,10113,Chrome,com.android.chrome,QUIC,Closed,www.google.com,10446,7889,23,22,2026-05-28T16:25:15.191Z,2026-05-28T16:25:15.575Z
17,48827,142.251.36.142,443,10113,Chrome,com.android.chrome,QUIC,Closed,play.google.com,7756,13233,19,17,2026-05-28T16:25:15.218Z,2026-05-28T16:25:15.487Z
6,42764,142.251.36.142,443,10113,Chrome,com.android.chrome,HTTPS,Closed,play.google.com,2129,7188,8,8,2026-05-28T16:25:15.298Z,2026-05-28T16:25:23.260Z
17,9595,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,update.googleapis.com,67,124,1,1,2026-05-28T16:25:15.947Z,2026-05-28T16:25:15.967Z
17,45034,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,update.googleapis.com,67,83,1,1,2026-05-28T16:25:15.954Z,2026-05-28T16:25:15.981Z
6,49826,142.250.74.174,443,10113,Chrome,com.android.chrome,HTTPS,Closed,update.googleapis.com,4054,8612,14,15,2026-05-28T16:25:15.984Z,2026-05-28T16:25:23.263Z
17,63385,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,optimizationguide-pa.googleapis.com,81,138,1,1,2026-05-28T16:25:22.011Z,2026-05-28T16:25:22.038Z
17,27634,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,optimizationguide-pa.googleapis.com,81,145,1,1,2026-05-28T16:25:22.014Z,2026-05-28T16:25:22.038Z
6,47052,216.239.34.223,443,10113,Chrome,com.android.chrome,HTTPS,Closed,optimizationguide-pa.googleapis.com,5379,127517,27,45,2026-05-28T16:25:22.044Z,2026-05-28T16:25:23.268Z
6,43494,31.13.69.20,443,10228,Instagram,com.instagram.android,HTTPS,Closed,edge-mqtt.facebook.com,3647,1866,9,9,2026-05-28T16:25:28.551Z,2026-05-28T16:26:21.875Z
17,7219,10.215.173.2,53,10228,Instagram,com.instagram.android,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,2026-05-28T16:25:28.559Z,2026-05-28T16:25:28.581Z
17,25246,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,www.google.com,60,85,1,1,2026-05-28T16:25:32.204Z,2026-05-28T16:25:32.236Z
17,39224,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,www.google.com,60,188,1,1,2026-05-28T16:25:32.214Z,2026-05-28T16:25:32.221Z
17,26744,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,www.google.com,60,85,1,1,2026-05-28T16:25:32.454Z,2026-05-28T16:25:32.475Z
17,35816,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,www.google.com,60,188,1,1,2026-05-28T16:25:32.458Z,2026-05-28T16:25:32.471Z
17,42750,142.251.151.119,443,10113,Chrome,com.android.chrome,QUIC,Closed,www.google.com,6986,12930,18,18,2026-05-28T16:25:32.529Z,2026-05-28T16:25:33.407Z
17,65102,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,accounts.google.com,65,115,1,1,2026-05-28T16:25:32.572Z,2026-05-28T16:25:32.598Z
17,22993,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,accounts.google.com,65,81,1,1,2026-05-28T16:25:32.577Z,2026-05-28T16:25:32.586Z
6,51008,74.125.71.84,443,10113,Chrome,com.android.chrome,HTTPS,Error,accounts.google.com,2371,6711,9,8,2026-05-28T16:25:32.623Z,2026-05-28T16:25:33.379Z
6,35894,142.251.151.119,443,10113,Chrome,com.android.chrome,HTTPS,Closed,www.google.com,2008,5590,5,5,2026-05-28T16:25:33.067Z,2026-05-28T16:25:33.358Z
17,24508,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,page.portals.mobi,63,211,1,1,2026-05-28T16:25:33.082Z,2026-05-28T16:25:33.105Z
17,5933,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,page.portals.mobi,63,165,1,1,2026-05-28T16:25:33.088Z,2026-05-28T16:25:33.129Z
6,36192,13.207.64.198,80,10113,Chrome,com.android.chrome,HTTP,Closed,page.portals.mobi,100,88,2,2,2026-05-28T16:25:33.139Z,2026-05-28T16:25:33.347Z
6,36206,13.207.64.198,80,10113,Chrome,com.android.chrome,HTTP,Closed,page.portals.mobi,100,88,2,2,2026-05-28T16:25:33.307Z,2026-05-28T16:25:33.452Z
6,36214,13.207.64.198,80,10113,Chrome,com.android.chrome,HTTP,Closed,page.portals.mobi,100,88,2,2,2026-05-28T16:25:33.334Z,2026-05-28T16:25:33.526Z
17,55473,142.251.151.119,443,10113,Chrome,com.android.chrome,QUIC,Closed,www.google.com,45202,748155,258,673,2026-05-28T16:25:33.364Z,2026-05-28T16:25:37.566Z
6,36220,13.207.64.198,80,10113,Chrome,com.android.chrome,HTTP,Closed,page.portals.mobi,100,88,2,2,2026-05-28T16:25:33.373Z,2026-05-28T16:25:33.508Z
6,36234,13.207.64.198,80,10113,Chrome,com.android.chrome,HTTP,Closed,page.portals.mobi,767,684,5,5,2026-05-28T16:25:33.442Z,2026-05-28T16:25:38.065Z
6,50906,64.233.166.188,5228,10101,Google Play services,com.google.android.gms,TLS,Active,mtalk.google.com,1323,1148,7,7,2026-05-28T16:25:33.620Z,2026-05-28T16:25:34.070Z
17,10239,10.215.173.2,53,10106,Google Play Store,com.android.vending,DNS,Closed,android.clients.google.com,72,346,1,1,2026-05-28T16:25:33.894Z,2026-05-28T16:25:33.905Z
17,56605,10.215.173.2,53,10106,Google Play Store,com.android.vending,DNS,Closed,play.googleapis.com,65,129,1,1,2026-05-28T16:25:33.948Z,2026-05-28T16:25:33.954Z
17,10156,10.215.173.2,53,10106,Google Play Store,com.android.vending,DNS,Closed,playstoregatewayadapter-pa.googleapis.com,87,327,1,1,2026-05-28T16:25:33.991Z,2026-05-28T16:25:34.006Z
17,21391,10.215.173.2,53,10106,Google Play Store,com.android.vending,DNS,Closed,play-lh.googleusercontent.com,75,91,1,1,2026-05-28T16:25:34.048Z,2026-05-28T16:25:34.053Z
17,28317,10.215.173.2,53,10106,Google Play Store,com.android.vending,DNS,Closed,i.ytimg.com,57,313,1,1,2026-05-28T16:25:34.067Z,2026-05-28T16:25:34.072Z
17,21370,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,history.google.com,64,138,1,1,2026-05-28T16:25:34.319Z,2026-05-28T16:25:34.340Z
17,40608,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,history.google.com,64,184,1,1,2026-05-28T16:25:34.324Z,2026-05-28T16:25:34.345Z
17,37814,74.125.133.113,443,10113,Chrome,com.android.chrome,QUIC,Closed,history.google.com,6959,13068,18,18,2026-05-28T16:25:34.356Z,2026-05-28T16:25:34.710Z
17,37098,142.251.36.142,443,10106,Google Play Store,com.android.vending,QUIC,Closed,play.google.com,6232,7265,18,17,2026-05-28T16:25:35.066Z,2026-05-28T16:25:38.012Z
17,15216,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,124,1,1,2026-05-28T16:25:35.079Z,2026-05-28T16:25:35.107Z
17,16239,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,90,1,1,2026-05-28T16:25:35.087Z,2026-05-28T16:25:35.144Z
6,60902,142.251.36.142,443,10106,Google Play Store,com.android.vending,HTTPS,Active,play-fe.googleapis.com,867,5893,6,5,2026-05-28T16:25:35.097Z,2026-05-28T16:25:35.472Z
17,47431,216.58.205.42,443,10113,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,4967,10171,13,16,2026-05-28T16:25:35.174Z,2026-05-28T16:25:35.408Z
17,43069,216.58.205.42,443,10113,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,7316,5381,13,13,2026-05-28T16:25:35.392Z,2026-05-28T16:25:35.601Z
17,56955,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,update.googleapis.com,67,124,1,1,2026-05-28T16:25:36.496Z,2026-05-28T16:25:36.517Z
17,40356,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,update.googleapis.com,67,83,1,1,2026-05-28T16:25:36.502Z,2026-05-28T16:25:36.512Z
6,51948,142.250.74.174,443,10113,Chrome,com.android.chrome,HTTPS,Closed,update.googleapis.com,4020,8695,14,15,2026-05-28T16:25:36.548Z,2026-05-28T16:25:37.983Z
17,61732,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,play.google.com,61,111,1,1,2026-05-28T16:25:36.629Z,2026-05-28T16:25:36.669Z
17,60495,10.215.173.2,53,10113,Chrome,com.android.chrome,DNS,Closed,play.google.com,61,77,1,1,2026-05-28T16:25:36.634Z,2026-05-28T16:25:36.639Z
17,47472,142.251.36.142,443,10113,Chrome,com.android.chrome,QUIC,Closed,play.google.com,6424,13226,17,17,2026-05-28T16:25:36.653Z,2026-05-28T16:25:37.159Z
6,60914,142.251.36.142,443,10113,Chrome,com.android.chrome,HTTPS,Closed,play.google.com,2193,7189,8,8,2026-05-28T16:25:36.969Z,2026-05-28T16:25:37.981Z
17,32975,41.110.60.34,443,10228,Instagram,com.instagram.android,UDP,Closed,instagram.ftlm1-1.fna.fbcdn.net,1376,1336,2,2,2026-05-28T16:25:40.107Z,2026-05-28T16:25:40.148Z
17,36092,31.13.69.63,443,10228,Instagram,com.instagram.android,UDP,Closed,i.instagram.com,1376,1336,2,2,2026-05-28T16:25:40.110Z,2026-05-28T16:25:40.211Z
17,45402,41.110.60.100,443,10228,Instagram,com.instagram.android,UDP,Closed,instagram.ftlm1-2.fna.fbcdn.net,1376,1336,2,2,2026-05-28T16:25:40.113Z,2026-05-28T16:25:40.153Z
17,41403,10.215.173.2,53,1000,Android,android,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2026-05-28T16:25:47.734Z,2026-05-28T16:25:47.758Z
6,37304,142.251.142.67,80,1000,Android,android,HTTP,Closed,connectivitycheck.gstatic.com,415,354,5,5,2026-05-28T16:25:47.764Z,2026-05-28T16:25:47.862Z
1,1468,192.168.100.1,0,-1,Unknown,unknown,ICMP,Closed,,28,28,1,1,2026-05-28T16:25:47.862Z,2026-05-28T16:25:47.866Z
17,35127,10.215.173.2,53,10117,Meta App Manager,com.facebook.appmanager,DNS,Closed,graph.facebook.com,64,116,1,1,2026-05-28T16:25:56.800Z,2026-05-28T16:25:56.809Z
6,51314,31.13.69.1,443,10117,Meta App Manager,com.facebook.appmanager,HTTPS,Closed,graph.facebook.com,2767,6012,12,12,2026-05-28T16:25:56.817Z,2026-05-28T16:26:20.618Z
17,41503,31.13.69.1,443,10228,Instagram,com.instagram.android,QUIC,Closed,graph.facebook.com,6705,3003,10,10,2026-05-28T16:25:58.868Z,2026-05-28T16:25:59.164Z
